AGE,credit_limit,utilization,late_payments,default,predicted_prob
36,500000,0.020966,0,0,0.20332613430178095
27,300000,0.0,1,0,0.43293399931594934
55,30000,0.324,6,1,0.9102757173898148
27,60000,0.34745,0,0,0.2199822105155396
38,400000,0.0092425,0,0,0.26887476155673584
34,180000,0.7961166666666667,0,0,0.17244582638616307
40,20000,0.5467,1,0,0.5500064984237588
49,200000,0.262195,3,1,0.4843973338868573
27,100000,0.55734,0,0,0.28352721763607064
23,60000,0.8251166666666667,0,1,0.345629664583588
36,110000,0.43471818181818184,0,0,0.19589605451153516
53,260000,0.0,1,0,0.44445668276626094
46,50000,0.97044,3,0,0.8207197348528019
29,180000,-1.1111111111111112e-05,1,0,0.6172354153533002
29,110000,0.5305636363636363,3,1,0.7524169088397811
27,340000,0.5064117647058823,0,0,0.12674000282279965
24,50000,0.02798,0,0,0.3674329785110523
28,230000,0.11461304347826087,0,1,0.30045788093840536
32,360000,0.2584138888888889,0,0,0.10739018666055664
43,210000,0.0,1,0,0.22632728309982067
41,220000,0.0029545454545454545,3,1,0.6813182917170821
34,60000,0.41496666666666665,5,1,0.9129872448318119
55,340000,0.1482235294117647,0,0,0.12949808520460282
40,150000,0.6657,6,0,0.8774699452453002
37,200000,-0.000895,2,1,0.5624011893714642
40,130000,0.07353076923076923,1,1,0.5921266488550342
28,60000,0.17566666666666667,2,0,0.5616838972450627
43,400000,0.0,1,0,0.3325736392062122
27,20000,1.0,0,0,0.3793336302573245
28,190000,0.7550736842105263,0,0,0.16370313606990547
30,260000,0.6033923076923077,0,0,0.15021694212931933
31,140000,0.002785714285714286,0,0,0.4316305712205752
31,50000,0.93024,0,1,0.3440208864684155
34,120000,0.00735,0,0,0.25902068770028724
30,240000,0.00038333333333333334,0,0,0.3493908743499024
36,50000,0.11832,0,0,0.45347119268251906
29,200000,0.011965,2,0,0.2976965601037045
39,180000,1.0,0,0,0.22677372531026677
26,180000,0.8077944444444445,0,0,0.20849236172997263
29,160000,0.01935625,0,0,0.21211137288818072
26,100000,0.0137,0,0,0.29198629718716396
29,50000,0.94162,0,1,0.36890681334886777
31,140000,0.9865642857142857,0,0,0.24238726951620765
26,30000,0.5964333333333334,0,1,0.39757684794572334
26,90000,0.43475555555555556,0,0,0.23033274552323837
36,200000,-0.07193,1,0,0.29514640006526
30,380000,0.0,1,1,0.6639551844914031
43,80000,0.9632125,0,0,0.34282125360788596
58,50000,0.31798,4,0,0.8672666245241851
45,180000,0.15377222222222223,0,1,0.2501500730207225
26,240000,0.5888125,0,0,0.17696167130672688
34,380000,0.5113526315789474,0,0,0.1315857429853354
24,110000,0.7614090909090909,0,0,0.20362868397024284
34,260000,0.19098846153846155,0,0,0.1750860054276551
23,500000,1.0,3,1,0.8355671320981309
30,320000,0.222828125,0,0,0.13571900507110363
32,50000,0.91468,3,0,0.7796745271027902
40,110000,0.0,1,1,0.5992154046203969
35,230000,0.003308695652173913,0,0,0.3151868007318008
56,330000,-2.7272727272727273e-05,1,0,0.379410865940231
61,50000,0.94332,0,0,0.3236162170319134
24,10000,0.2887,3,0,0.703464505864148
40,300000,0.0,1,0,0.6585821555591097
32,20000,1.0,2,1,0.8397965741739835
36,180000,0.4641,2,1,0.8644487024164046
30,160000,0.00061875,0,0,0.24310518851007834
34,90000,0.3811333333333333,3,0,0.5058851727186703
54,30000,0.7662333333333333,0,0,0.3404218410674401
46,180000,0.9625944444444444,0,0,0.33532518200224276
58,30000,0.6381,0,0,0.2718044561435224
43,30000,0.6839333333333333,3,0,0.7106858907270837
28,140000,0.07737857142857144,0,0,0.16702240857438397
30,210000,0.33303333333333335,0,0,0.13988075967425476
31,50000,0.41052,0,1,0.24846241949387582
29,130000,0.6850384615384615,0,0,0.2012039438673093
37,50000,0.03788,3,1,0.87442418819893
36,140000,0.7185285714285714,0,0,0.18054890344319102
28,170000,0.017341176470588235,1,1,0.5612661073133584
25,80000,0.2827375,0,0,0.2411604656989557
42,410000,0.8246487804878049,0,0,0.3383748362020351
29,80000,0.0,1,0,0.36612282654945505
73,80000,0.7893,3,1,0.5473630010411186
43,150000,1.0,0,0,0.2641948838950051
30,260000,0.00435,0,1,0.4955123299689945
38,350000,0.0,1,0,0.6636013668216139
39,280000,-0.004685714285714286,1,1,0.16316146818380964
44,310000,0.33482903225806454,0,0,0.14532398779015387
29,140000,0.14364285714285716,0,0,0.17236082270306985
51,360000,0.10555555555555556,0,0,0.25467074969780135
27,140000,1.0,0,0,0.2502497034008837
38,100000,0.4081,0,0,0.2851459714039795
22,50000,0.0,0,0,0.320762368064302
30,210000,0.49857619047619045,0,0,0.15603247422816777
25,120000,1.0,6,0,0.8132341189256167
29,240000,0.6515083333333334,0,0,0.2097037202184109
42,60000,0.6887,0,0,0.3228414507973826
41,150000,0.00976,1,1,0.5403179558306325
48,30000,0.9293,0,0,0.360181450897923
29,160000,1.0,6,1,0.8505628789889965
52,200000,0.01929,0,0,0.2373619112148211
25,120000,0.22063333333333332,0,0,0.2912947372380919
37,500000,1.0,2,0,0.3150917034984936
27,320000,0.173771875,0,0,0.09805021290170951
31,280000,0.6013642857142857,0,0,0.16730263661922495
23,60000,0.48886666666666667,6,1,0.8252219103288428
38,200000,0.00095,0,0,0.3984128016982993
32,230000,0.0,1,0,0.37872184347076315
27,230000,0.05942608695652174,2,1,0.6350551864552165
41,480000,0.030972916666666666,0,0,0.1144691784692321
35,50000,0.45,0,0,0.3652642323524987
31,200000,0.03592,0,0,0.2686117162476624
30,50000,0.29622,1,0,0.5386275053438494
48,50000,0.88676,0,0,0.33247131861719303
36,260000,0.0,1,1,0.6509217686776972
24,30000,0.8421666666666666,2,0,0.7983908804947555
29,440000,0.3855931818181818,0,0,0.1278834037744801
38,230000,0.04450869565217391,0,0,0.3095219550072679
38,200000,0.52489,3,1,0.8958059309675908
30,490000,0.3930326530612245,0,0,0.15385032457493422
32,80000,0.140775,0,0,0.36602473676680625
49,20000,0.47755,4,1,0.8969247991419251
31,170000,0.0011705882352941177,0,1,0.4672029523600201
27,70000,1.0,0,0,0.37501260650303214
33,210000,1.0,0,0,0.3177855723299473
25,90000,1.0,0,0,0.2929485824655719
27,390000,0.7817102564102564,0,1,0.3045727795886032
29,110000,0.4374818181818182,0,0,0.1945759134652958
36,580000,0.275448275862069,0,0,0.14428503190294223
55,360000,0.025583333333333333,0,0,0.2011453274190712
32,270000,0.8694518518518518,6,1,0.6356140425510655
27,60000,0.23453333333333334,1,0,0.4347554294336956
37,110000,0.5618818181818181,0,0,0.21540757584120848
25,50000,1.0,0,0,0.35403960392508993
23,80000,0.9628,0,1,0.4450930736332892
23,50000,0.007,0,0,0.2988343769510231
32,100000,0.83831,2,0,0.4712412429387207
26,30000,0.0,1,0,0.44608477352100045
27,200000,0.614615,0,0,0.15969035195259107
44,240000,1.0,0,1,0.38060985333027014
34,220000,0.16956363636363636,0,0,0.1899755051593581
28,160000,0.91520625,0,0,0.2765288272710995
53,180000,0.2562333333333333,0,0,0.2474142057319348
42,200000,0.19282,0,0,0.1673447991266681
30,140000,0.6878857142857143,1,0,0.3781556292450779
51,380000,0.0,1,1,0.6905743046824115
53,600000,0.7785833333333333,2,1,0.7942503080492794
37,260000,0.983426923076923,0,0,0.22932981854456774
26,200000,0.78393,0,0,0.24762913169470938
42,80000,0.9766125,0,0,0.24260949095709683
39,40000,1.0,0,0,0.3960170064108449
39,130000,0.5464153846153846,6,0,0.707353338507909
32,50000,0.47948,0,0,0.28578397875938605
41,230000,0.0035608695652173915,0,0,0.17260863577436716
48,70000,0.7275285714285714,0,1,0.3928751698612923
38,180000,0.8472777777777778,0,0,0.16910032487607635
36,80000,0.0211125,0,0,0.24360444374621118
26,290000,0.07174827586206897,0,0,0.1558659599943706
28,230000,0.13104782608695653,0,0,0.11882119576425844
56,170000,0.0,1,0,0.5335936259566939
59,230000,0.9063434782608696,0,1,0.40898520746628164
38,220000,0.96725,0,1,0.34216573968575303
32,230000,0.12223478260869565,0,0,0.20374377276270533
38,500000,0.118744,0,0,0.10268404225017877
41,90000,0.06844444444444445,0,0,0.30147157646208117
35,390000,0.9108076923076923,0,1,0.44705328044607645
41,400000,0.9154825,0,0,0.3149426233775063
34,180000,0.01626111111111111,0,0,0.3299283518966969
38,60000,0.48825,4,0,0.7543038801673938
32,120000,0.03465,0,0,0.2785321360309511
29,60000,0.45331666666666665,0,0,0.3028528062430534
44,50000,1.0,0,0,0.4051243104816816
37,70000,0.9537,1,0,0.44731987945298796
38,500000,0.0012,1,0,0.3574752222874001
31,200000,0.0,0,0,0.5452235601310279
40,250000,0.17972,1,0,0.2345402854571694
26,140000,0.9383357142857143,4,1,0.7197785885987049
28,70000,0.5894857142857143,1,0,0.3884346826505468
48,90000,0.8622666666666666,6,0,0.7816887128479684
43,100000,0.02491,0,0,0.3407417047470633
31,190000,0.9344947368421053,0,0,0.2889292142472004
42,230000,0.029847826086956523,0,0,0.2469052786302695
39,320000,0.293025,0,0,0.1545704817344007
36,220000,0.0018,0,1,0.5286653965369595
34,260000,0.06317692307692307,0,0,0.19345829298924552
32,90000,0.006366666666666666,0,0,0.35252187398621865
43,30000,0.9567666666666667,5,0,0.8887580415290762
30,260000,0.3790769230769231,1,0,0.296390825496156
28,170000,0.16649411764705882,0,0,0.2684405881354226
28,80000,0.107175,0,1,0.45967670673978134
41,50000,0.01016,0,0,0.4568086279535523
47,200000,1.0,0,0,0.3285057129318593
23,20000,0.822,1,0,0.4572113858347771
49,250000,0.000264,0,0,0.4042460122788231
38,20000,0.7956,2,0,0.617457679353585
38,30000,0.6781333333333334,2,0,0.5857371938907752
35,90000,0.2570222222222222,6,0,0.7495605655283559
46,230000,0.9634347826086956,0,0,0.2830532264129734
33,130000,0.14739230769230768,0,1,0.31185814585172844
53,30000,0.0,0,0,0.41495903531103356
35,160000,0.002475,0,0,0.4852515125533451
43,500000,0.007918,0,0,0.1850611256403111
28,180000,0.23465555555555556,1,0,0.3480313448842595
30,80000,0.2688375,1,0,0.4846880997833763
26,120000,0.007366666666666666,0,0,0.3392386795911535
31,130000,0.0097,1,0,0.44310665737675164
35,120000,0.002,0,1,0.5074472492258097
28,360000,0.056175,0,0,0.16067157784452807
23,50000,0.59018,6,1,0.9198326733546228
23,20000,0.91775,1,0,0.4939031875300522
56,100000,0.94265,0,0,0.24184971992590978
32,70000,0.9819857142857142,0,0,0.308821604115451
47,50000,0.27834,0,0,0.2528787532779926
22,10000,1.0,2,0,0.6764986569456997
34,290000,0.3236,0,0,0.11864687799884022
31,30000,0.5498666666666666,0,0,0.32029918625171105
27,410000,-0.00014146341463414634,1,0,0.14052648847301738
28,360000,0.003361111111111111,0,1,0.4566508382962025
42,140000,0.7964,0,1,0.1763175594107237
32,210000,0.3208285714285714,0,0,0.13690432573627467
27,220000,0.007690909090909091,0,0,0.278231813391414
27,20000,0.93245,3,0,0.7385902402950574
45,620000,0.25941451612903227,2,1,0.811686358995972
26,360000,-2.2222222222222223e-05,1,0,0.4263774515715189
21,20000,0.93815,2,0,0.33417515814211357
23,50000,0.69098,0,0,0.3047037532289009
30,50000,1.0,0,0,0.409968407833433
46,10000,0.4073,3,1,0.7603481626069661
50,100000,0.53849,4,1,0.8234201088835661
26,50000,0.04822,0,0,0.26958415281424986
25,60000,0.008,0,0,0.3441079498390803
35,440000,0.751725,0,0,0.2676678615203305
44,120000,0.766725,0,0,0.2753604509807451
52,50000,0.06514,0,0,0.45131807502558147
40,110000,0.8421636363636363,6,0,0.6445286835932587
38,200000,0.001995,0,0,0.4101911578427234
28,150000,0.0,1,0,0.611042697159156
36,30000,0.9592666666666667,4,1,0.8612466357338089
24,100000,0.30092,0,0,0.21038210181930692
34,360000,0.034275,0,0,0.1734200671689691
31,390000,0.12979487179487179,0,0,0.11556966746086418
41,220000,-0.00029545454545454547,1,1,0.5655045099708507
25,160000,0.0,0,0,0.47942832941594843
28,230000,0.010447826086956522,0,0,0.2071302618668179
27,120000,0.436975,0,0,0.13440838145207906
52,100000,0.04657,3,1,0.6636976502504838
41,190000,0.1484421052631579,0,1,0.3727827537116823
56,50000,1.0,0,1,0.4184849405539744
42,240000,0.0,1,0,0.41207170134847965
24,40000,0.882125,0,0,0.3160792646532692
47,630000,0.06007936507936508,0,0,0.16847779606047578
33,160000,0.03270625,0,0,0.25363568922410107
32,110000,0.5936272727272728,4,0,0.5132171852958859
29,20000,0.8604,0,0,0.39122159016584557
53,210000,0.27234285714285716,0,0,0.14371917755639282
34,270000,0.021407407407407406,0,0,0.16692759702270302
52,360000,0.0017777777777777779,0,0,0.2279591266541192
42,60000,0.010516666666666667,0,0,0.40478992167552685
38,360000,0.300975,0,0,0.11951993957909281
45,390000,0.0021384615384615383,5,0,0.44444614106153857
35,250000,0.028976,0,0,0.13637318595944947
24,90000,0.14601111111111112,0,1,0.3145992384025334
